SLURM JOB 4209707
SLURM TASK 6 / 8
Fri Nov 15 13:52:18 CET 2024
RUNNING WITH LB 24, BATCH 6/8
checking depth 0 masks (0 6)
checking depth 0 masks (64 6)
checking depth 0 masks (126 6)
checking depth 0 masks (8 6)
checking depth 0 masks (6 6)
checking depth 0 masks (26 6)
checking depth 0 masks (16 6)
checking depth 0 masks (24 6)
checking depth 0 masks (240 6)
checking depth 0 masks (232 6)
checking depth 0 masks (50 6)
checking depth 0 masks (222 6)
checking depth 0 masks (10 6)
checking depth 0 masks (248 6)
checking depth 0 masks (94 6)
checking depth 0 masks (102 6)
checking depth 0 masks (136 6)
checking depth 0 masks (148 6)
checking depth 0 masks (164 6)
checking depth 0 masks (192 6)
checking depth 0 masks (28 6)
checking depth 0 masks (62 6)
checking depth 0 masks (120 6)
checking depth 0 masks (244 6)
checking depth 0 masks (182 6)
checking depth 0 masks (30 6)
checking depth 0 masks (112 6)
checking depth 0 masks (100 6)
checking depth 0 masks (4 6)
checking depth 0 masks (254 6)
checking depth 0 masks (66 6)
checking depth 0 masks (226 6)
checking depth 0 masks (190 6)
checking depth 0 masks (150 6)
checking depth 0 masks (34 6)
checking depth 0 masks (186 6)
checking depth 0 masks (38 6)
checking depth 0 masks (154 6)
checking depth 0 masks (246 6)
checking depth 0 masks (20 6)
checking depth 0 masks (18 6)
checking depth 0 masks (32 6)
checking depth 0 masks (82 6)
checking depth 0 masks (68 6)
checking depth 0 masks (252 6)
checking depth 0 masks (228 6)
checking depth 0 masks (132 6)
checking depth 0 masks (144 6)
checking depth 0 masks (160 6)
checking depth 0 masks (176 6)
checking depth 0 masks (124 6)
checking depth 0 masks (118 6)
checking depth 0 masks (78 6)
checking depth 0 masks (72 6)
checking depth 0 masks (106 6)
checking depth 0 masks (96 6)
checking depth 0 masks (200 6)
checking depth 0 masks (208 6)
checking depth 0 masks (88 6)
checking depth 0 masks (80 6)
checking depth 0 masks (212 6)
checking depth 0 masks (98 6)
checking depth 0 masks (90 6)
checking depth 0 masks (84 6)
checking depth 0 masks (204 6)
checking depth 0 masks (92 6)
checking depth 0 masks (206 6)
checking depth 0 masks (76 6)
checking depth 0 masks (128 6)
checking depth 0 masks (114 6)
checking depth 0 masks (108 6)
checking depth 0 masks (156 6)
checking depth 0 masks (104 6)
checking depth 0 masks (172 6)
