SLURM JOB 4208109
SLURM TASK 7 / 8
Thu Nov 14 12:54:29 CET 2024
RUNNING WITH LB 17, BATCH 7/8
checking depth 0 masks (0 7)
checking depth 0 masks (6 7)
checking depth 0 masks (4 7)
checking depth 0 masks (170 7)
checking depth 0 masks (178 7)
checking depth 0 masks (42 7)
checking depth 0 masks (8 7)
checking depth 0 masks (152 7)
checking depth 0 masks (12 7)
checking depth 0 masks (128 7)
checking depth 0 masks (194 7)
checking depth 0 masks (140 7)
checking depth 0 masks (206 7)
checking depth 0 masks (34 7)
checking depth 0 masks (36 7)
checking depth 0 masks (226 7)
checking depth 0 masks (48 7)
checking depth 0 masks (254 7)
checking depth 0 masks (10 7)
checking depth 0 masks (110 7)
checking depth 0 masks (26 7)
checking depth 0 masks (2 7)
checking depth 0 masks (250 7)
checking depth 0 masks (46 7)
checking depth 0 masks (182 7)
checking depth 0 masks (114 7)
checking depth 0 masks (202 7)
checking depth 0 masks (238 7)
checking depth 0 masks (30 7)
checking depth 0 masks (144 7)
checking depth 0 masks (52 7)
checking depth 0 masks (54 7)
checking depth 0 masks (166 7)
checking depth 0 masks (190 7)
checking depth 0 masks (156 7)
checking depth 0 masks (214 7)
checking depth 0 masks (242 7)
checking depth 0 masks (40 7)
checking depth 0 masks (120 7)
checking depth 0 masks (218 7)
checking depth 0 masks (20 7)
checking depth 0 masks (28 7)
checking depth 0 masks (132 7)
checking depth 0 masks (230 7)
checking depth 0 masks (174 7)
checking depth 0 masks (200 7)
checking depth 0 masks (102 7)
checking depth 0 masks (204 7)
checking depth 0 masks (180 7)
checking depth 0 masks (248 7)
checking depth 0 masks (158 7)
checking depth 0 masks (116 7)
checking depth 0 masks (134 7)
checking depth 0 masks (232 7)
checking depth 0 masks (82 7)
checking depth 0 masks (220 7)
checking depth 0 masks (70 7)
checking depth 0 masks (14 7)
checking depth 0 masks (138 7)
checking depth 0 masks (22 7)
checking depth 0 masks (24 7)
checking depth 0 masks (60 7)
checking depth 0 masks (96 7)
checking depth 0 masks (88 7)
checking depth 0 masks (252 7)
checking depth 0 masks (168 7)
checking depth 0 masks (196 7)
checking depth 0 masks (224 7)
checking depth 0 masks (160 7)
checking depth 0 masks (216 7)
checking depth 0 masks (68 7)
checking depth 0 masks (146 7)
checking depth 0 masks (112 7)
checking depth 0 masks (142 7)
checking depth 0 masks (164 7)
checking depth 0 masks (188 7)
checking depth 0 masks (172 7)
checking depth 0 masks (192 7)
checking depth 0 masks (246 7)
checking depth 0 masks (100 7)
checking depth 0 masks (38 7)
checking depth 0 masks (94 7)
checking depth 0 masks (64 7)
checking depth 0 masks (62 7)
checking depth 0 masks (90 7)
checking depth 0 masks (104 7)
checking depth 0 masks (150 7)
checking depth 0 masks (122 7)
checking depth 0 masks (108 7)
checking depth 0 masks (16 7)
checking depth 0 masks (198 7)
checking depth 0 masks (118 7)
checking depth 0 masks (18 7)
checking depth 0 masks (148 7)
checking depth 0 masks (234 7)
checking depth 0 masks (44 7)
checking depth 0 masks (186 7)
checking depth 0 masks (210 7)
checking depth 0 masks (162 7)
checking depth 0 masks (32 7)
checking depth 0 masks (124 7)
checking depth 0 masks (222 7)
checking depth 0 masks (50 7)
checking depth 0 masks (136 7)
checking depth 0 masks (74 7)
checking depth 0 masks (208 7)
checking depth 0 masks (80 7)
checking depth 0 masks (240 7)
checking depth 0 masks (66 7)
checking depth 0 masks (72 7)
checking depth 0 masks (130 7)
checking depth 0 masks (244 7)
checking depth 0 masks (184 7)
checking depth 0 masks (228 7)
checking depth 0 masks (236 7)
checking depth 0 masks (212 7)
checking depth 0 masks (76 7)
