SLURM JOB 4415425
SLURM TASK 1 / 4
Fri Nov 22 12:46:31 CET 2024
S-box is quadratic? 1 1
Computed 512 derivatives (512 unique)
RUNNING WITH LB 32, BATCH 1/4
checking depth 0 masks (00 01)
checking depth 0 masks (30 01)
checking depth 0 masks (14 01)
checking depth 0 masks (1fc 01)
checking depth 0 masks (10 01)
checking depth 0 masks (04 01)
checking depth 0 masks (20 01)
checking depth 0 masks (24 01)
checking depth 0 masks (190 01)
checking depth 0 masks (14c 01)
checking depth 0 masks (1c 01)
checking depth 0 masks (9c 01)
checking depth 0 masks (74 01)
checking depth 0 masks (b0 01)
checking depth 0 masks (50 01)
checking depth 0 masks (f8 01)
checking depth 0 masks (1b8 01)
checking depth 0 masks (100 01)
checking depth 0 masks (148 01)
checking depth 0 masks (134 01)
checking depth 0 masks (38 01)
checking depth 0 masks (1ac 01)
checking depth 0 masks (b8 01)
checking depth 0 masks (17c 01)
checking depth 0 masks (68 01)
checking depth 0 masks (1c4 01)
checking depth 0 masks (64 01)
checking depth 0 masks (4c 01)
checking depth 0 masks (54 01)
checking depth 0 masks (18c 01)
checking depth 0 masks (1ec 01)
checking depth 0 masks (1c8 01)
checking depth 0 masks (8c 01)
checking depth 0 masks (18 01)
checking depth 0 masks (08 01)
checking depth 0 masks (1d4 01)
checking depth 0 masks (168 01)
checking depth 0 masks (3c 01)
checking depth 0 masks (44 01)
checking depth 0 masks (1f4 01)
checking depth 0 masks (118 01)
checking depth 0 masks (110 01)
checking depth 0 masks (124 01)
checking depth 0 masks (1dc 01)
checking depth 0 masks (7c 01)
checking depth 0 masks (0c 01)
checking depth 0 masks (b4 01)
checking depth 0 masks (a0 01)
checking depth 0 masks (40 01)
checking depth 0 masks (198 01)
checking depth 0 masks (28 01)
checking depth 0 masks (1a4 01)
checking depth 0 masks (16c 01)
checking depth 0 masks (1cc 01)
checking depth 0 masks (154 01)
checking depth 0 masks (c8 01)
checking depth 0 masks (e8 01)
checking depth 0 masks (d8 01)
checking depth 0 masks (1b4 01)
checking depth 0 masks (1e4 01)
checking depth 0 masks (120 01)
checking depth 0 masks (60 01)
checking depth 0 masks (184 01)
checking depth 0 masks (12c 01)
checking depth 0 masks (70 01)
checking depth 0 masks (144 01)
checking depth 0 masks (2c 01)
checking depth 0 masks (1bc 01)
checking depth 0 masks (174 01)
checking depth 0 masks (34 01)
checking depth 0 masks (15c 01)
checking depth 0 masks (108 01)
checking depth 0 masks (48 01)
checking depth 0 masks (6c 01)
checking depth 0 masks (13c 01)
checking depth 0 masks (58 01)
checking depth 0 masks (f4 01)
checking depth 0 masks (0d 01)
checking depth 0 masks (39 01)
checking depth 0 masks (3d 01)
checking depth 0 masks (1d 01)
checking depth 0 masks (2d 01)
checking depth 0 masks (0e 01)
checking depth 0 masks (19 01)
checking depth 0 masks (29 01)
checking depth 0 masks (09 01)
checking depth 0 masks (1fd 01)
checking depth 0 masks (31 01)
checking depth 0 masks (21 01)
checking depth 0 masks (11 01)
checking depth 0 masks (1fe 01)
checking depth 0 masks (3e 01)
checking depth 0 masks (1e 01)
checking depth 0 masks (32 01)
checking depth 0 masks (12 01)
checking depth 0 masks (1ff 01)
checking depth 0 masks (3a 01)
checking depth 0 masks (1a 01)
checking depth 0 masks (33 01)
checking depth 0 masks (13 01)
checking depth 0 masks (2e 01)
checking depth 0 masks (0f 01)
checking depth 0 masks (3f 01)
checking depth 0 masks (2a 01)
checking depth 0 masks (1f 01)
checking depth 0 masks (2f 01)
checking depth 0 masks (178 01)
checking depth 0 masks (125 01)
checking depth 0 masks (b9 01)
checking depth 0 masks (179 01)
checking depth 0 masks (1b9 01)
checking depth 0 masks (126 01)
checking depth 0 masks (ba 01)
checking depth 0 masks (17a 01)
checking depth 0 masks (127 01)
checking depth 0 masks (1ba 01)
checking depth 0 masks (15 01)
checking depth 0 masks (3b 01)
checking depth 0 masks (0a 01)
checking depth 0 masks (1b 01)
checking depth 0 masks (25 01)
checking depth 0 masks (35 01)
checking depth 0 masks (05 01)
checking depth 0 masks (11c 01)
checking depth 0 masks (150 01)
checking depth 0 masks (1c0 01)
checking depth 0 masks (16 01)
checking depth 0 masks (2b 01)
checking depth 0 masks (0b 01)
checking depth 0 masks (88 01)
checking depth 0 masks (26 01)
checking depth 0 masks (36 01)
checking depth 0 masks (55 01)
checking depth 0 masks (27 01)
checking depth 0 masks (37 01)
checking depth 0 masks (89 01)
checking depth 0 masks (56 01)
checking depth 0 masks (a4 01)
checking depth 0 masks (1e8 01)
checking depth 0 masks (160 01)
checking depth 0 masks (1a0 01)
checking depth 0 masks (101 01)
checking depth 0 masks (57 01)
checking depth 0 masks (8a 01)
checking depth 0 masks (06 01)
checking depth 0 masks (f5 01)
checking depth 0 masks (102 01)
checking depth 0 masks (f6 01)
checking depth 0 masks (8b 01)
checking depth 0 masks (161 01)
checking depth 0 masks (a5 01)
checking depth 0 masks (1a1 01)
checking depth 0 masks (1e9 01)
checking depth 0 masks (162 01)
checking depth 0 masks (1a2 01)
checking depth 0 masks (a6 01)
checking depth 0 masks (103 01)
checking depth 0 masks (51 01)
checking depth 0 masks (149 01)
checking depth 0 masks (1f5 01)
checking depth 0 masks (1d0 01)
checking depth 0 masks (140 01)
checking depth 0 masks (180 01)
checking depth 0 masks (10c 01)
checking depth 0 masks (f7 01)
checking depth 0 masks (17 01)
checking depth 0 masks (52 01)
checking depth 0 masks (14a 01)
checking depth 0 masks (1f6 01)
checking depth 0 masks (12d 01)
checking depth 0 masks (130 01)
checking depth 0 masks (fc 01)
checking depth 0 masks (1d8 01)
checking depth 0 masks (158 01)
checking depth 0 masks (114 01)
checking depth 0 masks (71 01)
checking depth 0 masks (1a5 01)
checking depth 0 masks (145 01)
checking depth 0 masks (4d 01)
checking depth 0 masks (72 01)
checking depth 0 masks (146 01)
checking depth 0 masks (1a6 01)
checking depth 0 masks (18d 01)
checking depth 0 masks (65 01)
checking depth 0 masks (15d 01)
checking depth 0 masks (1d5 01)
checking depth 0 masks (22 01)
checking depth 0 masks (12e 01)
checking depth 0 masks (111 01)
checking depth 0 masks (7d 01)
checking depth 0 masks (15e 01)
checking depth 0 masks (1d6 01)
checking depth 0 masks (23 01)
checking depth 0 masks (1ed 01)
checking depth 0 masks (18e 01)
checking depth 0 masks (12f 01)
checking depth 0 masks (15f 01)
checking depth 0 masks (1d7 01)
checking depth 0 masks (7e 01)
checking depth 0 masks (112 01)
checking depth 0 masks (18f 01)
checking depth 0 masks (7f 01)
checking depth 0 masks (73 01)
checking depth 0 masks (1ee 01)
checking depth 0 masks (4e 01)
checking depth 0 masks (f9 01)
checking depth 0 masks (175 01)
checking depth 0 masks (1bd 01)
checking depth 0 masks (1a7 01)
checking depth 0 masks (147 01)
checking depth 0 masks (4f 01)
checking depth 0 masks (66 01)
checking depth 0 masks (113 01)
checking depth 0 masks (bb 01)
checking depth 0 masks (17b 01)
checking depth 0 masks (1bb 01)
checking depth 0 masks (11d 01)
checking depth 0 masks (191 01)
checking depth 0 masks (151 01)
checking depth 0 masks (176 01)
checking depth 0 masks (1be 01)
checking depth 0 masks (67 01)
checking depth 0 masks (1ef 01)
checking depth 0 masks (159 01)
checking depth 0 masks (07 01)
checking depth 0 masks (177 01)
checking depth 0 masks (1bf 01)
checking depth 0 masks (15a 01)
checking depth 0 masks (15b 01)
checking depth 0 masks (bc 01)
checking depth 0 masks (bd 01)
checking depth 0 masks (c9 01)
checking depth 0 masks (d9 01)
checking depth 0 masks (fa 01)
checking depth 0 masks (1c1 01)
checking depth 0 masks (11e 01)
checking depth 0 masks (192 01)
checking depth 0 masks (152 01)
checking depth 0 masks (11f 01)
checking depth 0 masks (1c2 01)
checking depth 0 masks (193 01)
checking depth 0 masks (153 01)
checking depth 0 masks (1c3 01)
checking depth 0 masks (fb 01)
checking depth 0 masks (170 01)
checking depth 0 masks (1b0 01)
checking depth 0 masks (fd 01)
checking depth 0 masks (131 01)
checking depth 0 masks (171 01)
checking depth 0 masks (1b1 01)
checking depth 0 masks (fe 01)
checking depth 0 masks (132 01)
checking depth 0 masks (172 01)
checking depth 0 masks (ff 01)
checking depth 0 masks (1b2 01)
checking depth 0 masks (133 01)
checking depth 0 masks (173 01)
checking depth 0 masks (9d 01)
checking depth 0 masks (b1 01)
checking depth 0 masks (14d 01)
checking depth 0 masks (9e 01)
checking depth 0 masks (1f0 01)
checking depth 0 masks (138 01)
checking depth 0 masks (194 01)
checking depth 0 masks (104 01)
checking depth 0 masks (49 01)
checking depth 0 masks (155 01)
checking depth 0 masks (109 01)
checking depth 0 masks (1cd 01)
checking depth 0 masks (59 01)
checking depth 0 masks (16d 01)
checking depth 0 masks (1b5 01)
checking depth 0 masks (121 01)
checking depth 0 masks (1e5 01)
checking depth 0 masks (185 01)
checking depth 0 masks (61 01)
checking depth 0 masks (6d 01)
checking depth 0 masks (13d 01)
checking depth 0 masks (41 01)
checking depth 0 masks (5a 01)
checking depth 0 masks (16e 01)
checking depth 0 masks (1b6 01)
checking depth 0 masks (4a 01)
checking depth 0 masks (156 01)
checking depth 0 masks (122 01)
checking depth 0 masks (5b 01)
checking depth 0 masks (16f 01)
checking depth 0 masks (1b7 01)
checking depth 0 masks (1e6 01)
checking depth 0 masks (186 01)
checking depth 0 masks (62 01)
checking depth 0 masks (13e 01)
checking depth 0 masks (6e 01)
checking depth 0 masks (42 01)
checking depth 0 masks (123 01)
checking depth 0 masks (13f 01)
checking depth 0 masks (10a 01)
checking depth 0 masks (1ce 01)
checking depth 0 masks (4b 01)
checking depth 0 masks (6f 01)
checking depth 0 masks (164 01)
checking depth 0 masks (5c 01)
checking depth 0 masks (165 01)
checking depth 0 masks (1e7 01)
checking depth 0 masks (187 01)
checking depth 0 masks (e4 01)
checking depth 0 masks (90 01)
checking depth 0 masks (d4 01)
checking depth 0 masks (ec 01)
checking depth 0 masks (157 01)
checking depth 0 masks (43 01)
checking depth 0 masks (10b 01)
checking depth 0 masks (1cf 01)
checking depth 0 masks (63 01)
checking depth 0 masks (53 01)
checking depth 0 masks (14b 01)
checking depth 0 masks (1f7 01)
checking depth 0 masks (119 01)
checking depth 0 masks (5d 01)
checking depth 0 masks (1ad 01)
checking depth 0 masks (166 01)
checking depth 0 masks (45 01)
checking depth 0 masks (69 01)
checking depth 0 masks (17d 01)
checking depth 0 masks (135 01)
checking depth 0 masks (1c5 01)
checking depth 0 masks (5e 01)
checking depth 0 masks (1ae 01)
checking depth 0 masks (11a 01)
checking depth 0 masks (167 01)
checking depth 0 masks (6a 01)
checking depth 0 masks (17e 01)
checking depth 0 masks (136 01)
checking depth 0 masks (1dd 01)
checking depth 0 masks (199 01)
checking depth 0 masks (75 01)
checking depth 0 masks (46 01)
checking depth 0 masks (1de 01)
checking depth 0 masks (5f 01)
checking depth 0 masks (1af 01)
checking depth 0 masks (11b 01)
checking depth 0 masks (1c6 01)
checking depth 0 masks (6b 01)
checking depth 0 masks (17f 01)
checking depth 0 masks (137 01)
checking depth 0 masks (1c7 01)
checking depth 0 masks (19a 01)
checking depth 0 masks (76 01)
checking depth 0 masks (47 01)
checking depth 0 masks (1df 01)
checking depth 0 masks (19b 01)
checking depth 0 masks (77 01)
checking depth 0 masks (10d 01)
checking depth 0 masks (181 01)
checking depth 0 masks (141 01)
checking depth 0 masks (163 01)
checking depth 0 masks (1ea 01)
checking depth 0 masks (a7 01)
checking depth 0 masks (1a3 01)
checking depth 0 masks (1eb 01)
checking depth 0 masks (1b3 01)
checking depth 0 masks (c0 01)
checking depth 0 masks (1e0 01)
checking depth 0 masks (dc 01)
checking depth 0 masks (cc 01)
checking depth 0 masks (1d1 01)
checking depth 0 masks (10e 01)
checking depth 0 masks (182 01)
checking depth 0 masks (142 01)
checking depth 0 masks (1d2 01)
checking depth 0 masks (10f 01)
checking depth 0 masks (183 01)
checking depth 0 masks (143 01)
checking depth 0 masks (1d3 01)
checking depth 0 masks (128 01)
checking depth 0 masks (94 01)
checking depth 0 masks (a8 01)
checking depth 0 masks (78 01)
checking depth 0 masks (e9 01)
checking depth 0 masks (be 01)
checking depth 0 masks (ca 01)
checking depth 0 masks (da 01)
checking depth 0 masks (b2 01)
checking depth 0 masks (14e 01)
checking depth 0 masks (9f 01)
checking depth 0 masks (14f 01)
checking depth 0 masks (b3 01)
checking depth 0 masks (80 01)
checking depth 0 masks (19c 01)
checking depth 0 masks (1f8 01)
checking depth 0 masks (84 01)
checking depth 0 masks (98 01)
checking depth 0 masks (ac 01)
checking depth 0 masks (bf 01)
checking depth 0 masks (ea 01)
checking depth 0 masks (cb 01)
checking depth 0 masks (db 01)
checking depth 0 masks (eb 01)
checking depth 0 masks (a9 01)
checking depth 0 masks (d5 01)
checking depth 0 masks (129 01)
checking depth 0 masks (79 01)
checking depth 0 masks (95 01)
checking depth 0 masks (a1 01)
checking depth 0 masks (81 01)
checking depth 0 masks (19d 01)
checking depth 0 masks (b5 01)
checking depth 0 masks (a2 01)
checking depth 0 masks (99 01)
checking depth 0 masks (ad 01)
checking depth 0 masks (1f9 01)
checking depth 0 masks (85 01)
checking depth 0 masks (9a 01)
checking depth 0 masks (82 01)
checking depth 0 masks (19e 01)
checking depth 0 masks (a3 01)
checking depth 0 masks (b6 01)
checking depth 0 masks (1fa 01)
checking depth 0 masks (ae 01)
checking depth 0 masks (9b 01)
checking depth 0 masks (83 01)
checking depth 0 masks (19f 01)
checking depth 0 masks (b7 01)
checking depth 0 masks (f0 01)
checking depth 0 masks (c4 01)
checking depth 0 masks (e0 01)
checking depth 0 masks (d0 01)
checking depth 0 masks (aa 01)
checking depth 0 masks (12a 01)
checking depth 0 masks (7a 01)
checking depth 0 masks (ab 01)
checking depth 0 masks (96 01)
checking depth 0 masks (12b 01)
checking depth 0 masks (7b 01)
checking depth 0 masks (97 01)
checking depth 0 masks (86 01)
checking depth 0 masks (af 01)
checking depth 0 masks (1fb 01)
checking depth 0 masks (87 01)
checking depth 0 masks (c1 01)
checking depth 0 masks (dd 01)
checking depth 0 masks (cd 01)
checking depth 0 masks (1e1 01)
checking depth 0 masks (c5 01)
checking depth 0 masks (d1 01)
checking depth 0 masks (e1 01)
checking depth 0 masks (f1 01)
checking depth 0 masks (c2 01)
checking depth 0 masks (de 01)
checking depth 0 masks (ce 01)
checking depth 0 masks (1e2 01)
checking depth 0 masks (c3 01)
checking depth 0 masks (cf 01)
checking depth 0 masks (df 01)
checking depth 0 masks (1e3 01)
checking depth 0 masks (c6 01)
checking depth 0 masks (d2 01)
checking depth 0 masks (e2 01)
checking depth 0 masks (f2 01)
checking depth 0 masks (c7 01)
checking depth 0 masks (e5 01)
checking depth 0 masks (ed 01)
checking depth 0 masks (91 01)
checking depth 0 masks (d6 01)
checking depth 0 masks (ee 01)
checking depth 0 masks (e6 01)
checking depth 0 masks (92 01)
checking depth 0 masks (d7 01)
checking depth 0 masks (ef 01)
checking depth 0 masks (e7 01)
checking depth 0 masks (93 01)
