SLURM JOB 4415425
SLURM TASK 3 / 4
Fri Nov 22 12:46:31 CET 2024
S-box is quadratic? 1 1
Computed 512 derivatives (512 unique)
RUNNING WITH LB 32, BATCH 3/4
checking depth 0 masks (00 03)
checking depth 0 masks (04 03)
checking depth 0 masks (08 03)
checking depth 0 masks (38 03)
checking depth 0 masks (20 03)
checking depth 0 masks (30 03)
checking depth 0 masks (5c 03)
checking depth 0 masks (ec 03)
checking depth 0 masks (60 03)
checking depth 0 masks (e4 03)
checking depth 0 masks (44 03)
checking depth 0 masks (10 03)
checking depth 0 masks (194 03)
checking depth 0 masks (fc 03)
checking depth 0 masks (168 03)
checking depth 0 masks (184 03)
checking depth 0 masks (1ec 03)
checking depth 0 masks (e0 03)
checking depth 0 masks (180 03)
checking depth 0 masks (174 03)
checking depth 0 masks (54 03)
checking depth 0 masks (90 03)
checking depth 0 masks (1b4 03)
checking depth 0 masks (c8 03)
checking depth 0 masks (68 03)
checking depth 0 masks (164 03)
checking depth 0 masks (64 03)
checking depth 0 masks (170 03)
checking depth 0 masks (190 03)
checking depth 0 masks (94 03)
checking depth 0 masks (17c 03)
checking depth 0 masks (118 03)
checking depth 0 masks (1f0 03)
checking depth 0 masks (108 03)
checking depth 0 masks (1b0 03)
checking depth 0 masks (6c 03)
checking depth 0 masks (13c 03)
checking depth 0 masks (148 03)
checking depth 0 masks (48 03)
checking depth 0 masks (178 03)
checking depth 0 masks (1f4 03)
checking depth 0 masks (158 03)
checking depth 0 masks (3c 03)
checking depth 0 masks (2c 03)
checking depth 0 masks (0c 03)
checking depth 0 masks (138 03)
checking depth 0 masks (f8 03)
checking depth 0 masks (f4 03)
checking depth 0 masks (24 03)
checking depth 0 masks (14 03)
checking depth 0 masks (16c 03)
checking depth 0 masks (10c 03)
checking depth 0 masks (1f8 03)
checking depth 0 masks (34 03)
checking depth 0 masks (88 03)
checking depth 0 masks (9c 03)
checking depth 0 masks (74 03)
checking depth 0 masks (18 03)
checking depth 0 masks (28 03)
checking depth 0 masks (124 03)
checking depth 0 masks (1ac 03)
checking depth 0 masks (14c 03)
checking depth 0 masks (1dc 03)
checking depth 0 masks (11c 03)
checking depth 0 masks (50 03)
checking depth 0 masks (144 03)
checking depth 0 masks (58 03)
checking depth 0 masks (1a4 03)
checking depth 0 masks (4c 03)
checking depth 0 masks (12c 03)
checking depth 0 masks (15c 03)
checking depth 0 masks (1e8 03)
checking depth 0 masks (1d4 03)
checking depth 0 masks (7c 03)
checking depth 0 masks (b4 03)
checking depth 0 masks (1a0 03)
checking depth 0 masks (84 03)
checking depth 0 masks (e8 03)
checking depth 0 masks (1c 03)
checking depth 0 masks (188 03)
checking depth 0 masks (1c8 03)
checking depth 0 masks (b0 03)
checking depth 0 masks (8c 03)
checking depth 0 masks (b8 03)
checking depth 0 masks (198 03)
checking depth 0 masks (1c0 03)
checking depth 0 masks (160 03)
checking depth 0 masks (134 03)
checking depth 0 masks (bc 03)
checking depth 0 masks (120 03)
checking depth 0 masks (f0 03)
checking depth 0 masks (140 03)
checking depth 0 masks (1cc 03)
checking depth 0 masks (31 03)
checking depth 0 masks (11 03)
checking depth 0 masks (05 03)
checking depth 0 masks (25 03)
checking depth 0 masks (5d 03)
checking depth 0 masks (14d 03)
checking depth 0 masks (135 03)
checking depth 0 masks (15 03)
checking depth 0 masks (21 03)
checking depth 0 masks (32 03)
checking depth 0 masks (09 03)
checking depth 0 masks (19 03)
checking depth 0 masks (29 03)
checking depth 0 masks (13d 03)
checking depth 0 masks (3d 03)
checking depth 0 masks (2d 03)
checking depth 0 masks (0d 03)
checking depth 0 masks (35 03)
checking depth 0 masks (22 03)
checking depth 0 masks (12 03)
checking depth 0 masks (33 03)
checking depth 0 masks (39 03)
checking depth 0 masks (0a 03)
checking depth 0 masks (23 03)
checking depth 0 masks (13 03)
checking depth 0 masks (06 03)
checking depth 0 masks (26 03)
checking depth 0 masks (114 03)
checking depth 0 masks (154 03)
checking depth 0 masks (19c 03)
checking depth 0 masks (2a 03)
checking depth 0 masks (1a 03)
checking depth 0 masks (0b 03)
checking depth 0 masks (3a 03)
checking depth 0 masks (13e 03)
checking depth 0 masks (2b 03)
checking depth 0 masks (1b 03)
checking depth 0 masks (3b 03)
checking depth 0 masks (3e 03)
checking depth 0 masks (2e 03)
checking depth 0 masks (13f 03)
checking depth 0 masks (0e 03)
checking depth 0 masks (3f 03)
checking depth 0 masks (2f 03)
checking depth 0 masks (100 03)
checking depth 0 masks (16 03)
checking depth 0 masks (0f 03)
checking depth 0 masks (36 03)
checking depth 0 masks (07 03)
checking depth 0 masks (27 03)
checking depth 0 masks (17 03)
checking depth 0 masks (37 03)
checking depth 0 masks (1d0 03)
checking depth 0 masks (a0 03)
checking depth 0 masks (1e4 03)
checking depth 0 masks (49 03)
checking depth 0 masks (55 03)
checking depth 0 masks (185 03)
checking depth 0 masks (125 03)
checking depth 0 masks (1f9 03)
checking depth 0 masks (6d 03)
checking depth 0 masks (a1 03)
checking depth 0 masks (10d 03)
checking depth 0 masks (1e5 03)
checking depth 0 masks (1b5 03)
checking depth 0 masks (16d 03)
checking depth 0 masks (8d 03)
checking depth 0 masks (b9 03)
checking depth 0 masks (e1 03)
checking depth 0 masks (c9 03)
checking depth 0 masks (8e 03)
checking depth 0 masks (1d1 03)
checking depth 0 masks (1fa 03)
checking depth 0 masks (7d 03)
checking depth 0 masks (4a 03)
checking depth 0 masks (115 03)
checking depth 0 masks (155 03)
checking depth 0 masks (6e 03)
checking depth 0 masks (a2 03)
checking depth 0 masks (1fb 03)
checking depth 0 masks (4d 03)
checking depth 0 masks (cc 03)
checking depth 0 masks (ac 03)
checking depth 0 masks (1b8 03)
checking depth 0 masks (1d2 03)
checking depth 0 masks (61 03)
checking depth 0 masks (56 03)
checking depth 0 masks (10e 03)
checking depth 0 masks (1b6 03)
checking depth 0 masks (16e 03)
checking depth 0 masks (6f 03)
checking depth 0 masks (a3 03)
checking depth 0 masks (1d3 03)
checking depth 0 masks (126 03)
checking depth 0 masks (186 03)
checking depth 0 masks (10f 03)
checking depth 0 masks (4e 03)
checking depth 0 masks (1b7 03)
checking depth 0 masks (1e6 03)
checking depth 0 masks (57 03)
checking depth 0 masks (127 03)
checking depth 0 masks (187 03)
checking depth 0 masks (1e7 03)
checking depth 0 masks (16f 03)
checking depth 0 masks (4f 03)
checking depth 0 masks (1a5 03)
checking depth 0 masks (4b 03)
checking depth 0 masks (19d 03)
checking depth 0 masks (116 03)
checking depth 0 masks (7e 03)
checking depth 0 masks (1e0 03)
checking depth 0 masks (19e 03)
checking depth 0 masks (1a6 03)
checking depth 0 masks (117 03)
checking depth 0 masks (156 03)
checking depth 0 masks (62 03)
checking depth 0 masks (19f 03)
checking depth 0 masks (1a7 03)
checking depth 0 masks (7f 03)
checking depth 0 masks (63 03)
checking depth 0 masks (c4 03)
checking depth 0 masks (d4 03)
checking depth 0 masks (1fc 03)
checking depth 0 masks (f5 03)
checking depth 0 masks (157 03)
checking depth 0 masks (f6 03)
checking depth 0 masks (a8 03)
checking depth 0 masks (d8 03)
checking depth 0 masks (d0 03)
checking depth 0 masks (12d 03)
checking depth 0 masks (1dd 03)
checking depth 0 masks (11d 03)
checking depth 0 masks (69 03)
checking depth 0 masks (12e 03)
checking depth 0 masks (1de 03)
checking depth 0 masks (11e 03)
checking depth 0 masks (6a 03)
checking depth 0 masks (12f 03)
checking depth 0 masks (1df 03)
checking depth 0 masks (11f 03)
checking depth 0 masks (6b 03)
checking depth 0 masks (1f1 03)
checking depth 0 masks (45 03)
checking depth 0 masks (ed 03)
checking depth 0 masks (195 03)
checking depth 0 masks (1ad 03)
checking depth 0 masks (5e 03)
checking depth 0 masks (1f2 03)
checking depth 0 masks (46 03)
checking depth 0 masks (ee 03)
checking depth 0 masks (1f3 03)
checking depth 0 masks (17d 03)
checking depth 0 masks (165 03)
checking depth 0 masks (51 03)
checking depth 0 masks (196 03)
checking depth 0 masks (ef 03)
checking depth 0 masks (47 03)
checking depth 0 masks (197 03)
checking depth 0 masks (109 03)
checking depth 0 masks (80 03)
checking depth 0 masks (14e 03)
checking depth 0 masks (136 03)
checking depth 0 masks (5f 03)
checking depth 0 masks (1ae 03)
checking depth 0 masks (17e 03)
checking depth 0 masks (52 03)
checking depth 0 masks (166 03)
checking depth 0 masks (17f 03)
checking depth 0 masks (10a 03)
checking depth 0 masks (53 03)
checking depth 0 masks (167 03)
checking depth 0 masks (14f 03)
checking depth 0 masks (137 03)
checking depth 0 masks (1af 03)
checking depth 0 masks (f7 03)
checking depth 0 masks (10b 03)
checking depth 0 masks (1d8 03)
checking depth 0 masks (c0 03)
checking depth 0 masks (91 03)
checking depth 0 masks (c1 03)
checking depth 0 masks (1d9 03)
checking depth 0 masks (b5 03)
checking depth 0 masks (92 03)
checking depth 0 masks (c2 03)
checking depth 0 masks (1da 03)
checking depth 0 masks (93 03)
checking depth 0 masks (b6 03)
checking depth 0 masks (c3 03)
checking depth 0 masks (1db 03)
checking depth 0 masks (b7 03)
checking depth 0 masks (59 03)
checking depth 0 masks (e5 03)
checking depth 0 masks (98 03)
checking depth 0 masks (40 03)
checking depth 0 masks (121 03)
checking depth 0 masks (a9 03)
checking depth 0 masks (d1 03)
checking depth 0 masks (15d 03)
checking depth 0 masks (d9 03)
checking depth 0 masks (aa 03)
checking depth 0 masks (41 03)
checking depth 0 masks (145 03)
checking depth 0 masks (5a 03)
checking depth 0 masks (99 03)
checking depth 0 masks (1d 03)
checking depth 0 masks (42 03)
checking depth 0 masks (9a 03)
checking depth 0 masks (1e 03)
checking depth 0 masks (43 03)
checking depth 0 masks (18c 03)
checking depth 0 masks (169 03)
checking depth 0 masks (181 03)
checking depth 0 masks (1a1 03)
checking depth 0 masks (18d 03)
checking depth 0 masks (16a 03)
checking depth 0 masks (e6 03)
checking depth 0 masks (146 03)
checking depth 0 masks (5b 03)
checking depth 0 masks (70 03)
checking depth 0 masks (9b 03)
checking depth 0 masks (1f 03)
checking depth 0 masks (71 03)
checking depth 0 masks (e7 03)
checking depth 0 masks (147 03)
checking depth 0 masks (122 03)
checking depth 0 masks (ad 03)
checking depth 0 masks (1b9 03)
checking depth 0 masks (cd 03)
checking depth 0 masks (175 03)
checking depth 0 masks (65 03)
checking depth 0 masks (1d5 03)
checking depth 0 masks (fd 03)
checking depth 0 masks (176 03)
checking depth 0 masks (66 03)
checking depth 0 masks (1d6 03)
checking depth 0 masks (1e9 03)
checking depth 0 masks (ae 03)
checking depth 0 masks (1ba 03)
checking depth 0 masks (ce 03)
checking depth 0 masks (177 03)
checking depth 0 masks (fe 03)
checking depth 0 masks (67 03)
checking depth 0 masks (1d7 03)
checking depth 0 masks (af 03)
checking depth 0 masks (1ea 03)
checking depth 0 masks (1bb 03)
checking depth 0 masks (cf 03)
checking depth 0 masks (1eb 03)
checking depth 0 masks (ff 03)
checking depth 0 masks (123 03)
checking depth 0 masks (72 03)
checking depth 0 masks (1bc 03)
checking depth 0 masks (141 03)
checking depth 0 masks (85 03)
checking depth 0 masks (1bd 03)
checking depth 0 masks (86 03)
checking depth 0 masks (142 03)
checking depth 0 masks (1be 03)
checking depth 0 masks (87 03)
checking depth 0 masks (143 03)
checking depth 0 masks (1bf 03)
checking depth 0 masks (1cd 03)
checking depth 0 masks (81 03)
checking depth 0 masks (1e1 03)
checking depth 0 masks (82 03)
checking depth 0 masks (1ce 03)
checking depth 0 masks (1e2 03)
checking depth 0 masks (83 03)
checking depth 0 masks (1cf 03)
checking depth 0 masks (1e3 03)
checking depth 0 masks (9d 03)
checking depth 0 masks (89 03)
checking depth 0 masks (1ed 03)
checking depth 0 masks (9e 03)
checking depth 0 masks (8a 03)
checking depth 0 masks (1ee 03)
checking depth 0 masks (9f 03)
checking depth 0 masks (8b 03)
checking depth 0 masks (1ef 03)
checking depth 0 masks (73 03)
checking depth 0 masks (128 03)
checking depth 0 masks (150 03)
checking depth 0 masks (78 03)
checking depth 0 masks (1c4 03)
checking depth 0 masks (130 03)
checking depth 0 masks (1c5 03)
checking depth 0 masks (131 03)
checking depth 0 masks (95 03)
checking depth 0 masks (1a8 03)
checking depth 0 masks (b1 03)
checking depth 0 masks (1a9 03)
checking depth 0 masks (189 03)
checking depth 0 masks (1c9 03)
checking depth 0 masks (b2 03)
checking depth 0 masks (e9 03)
checking depth 0 masks (119 03)
checking depth 0 masks (f9 03)
checking depth 0 masks (139 03)
checking depth 0 masks (75 03)
checking depth 0 masks (104 03)
checking depth 0 masks (110 03)
checking depth 0 masks (159 03)
checking depth 0 masks (171 03)
checking depth 0 masks (191 03)
checking depth 0 masks (1b1 03)
checking depth 0 masks (15a 03)
checking depth 0 masks (172 03)
checking depth 0 masks (192 03)
checking depth 0 masks (15b 03)
checking depth 0 masks (1b2 03)
checking depth 0 masks (173 03)
checking depth 0 masks (193 03)
checking depth 0 masks (1b3 03)
checking depth 0 masks (1c6 03)
checking depth 0 masks (132 03)
checking depth 0 masks (96 03)
checking depth 0 masks (1c7 03)
checking depth 0 masks (133 03)
checking depth 0 masks (97 03)
checking depth 0 masks (182 03)
checking depth 0 masks (1a2 03)
checking depth 0 masks (161 03)
checking depth 0 masks (199 03)
checking depth 0 masks (179 03)
checking depth 0 masks (1c1 03)
checking depth 0 masks (162 03)
checking depth 0 masks (19a 03)
checking depth 0 masks (17a 03)
checking depth 0 masks (18e 03)
checking depth 0 masks (ea 03)
checking depth 0 masks (11a 03)
checking depth 0 masks (fa 03)
checking depth 0 masks (eb 03)
checking depth 0 masks (13a 03)
checking depth 0 masks (151 03)
checking depth 0 masks (129 03)
checking depth 0 masks (79 03)
checking depth 0 masks (149 03)
checking depth 0 masks (152 03)
checking depth 0 masks (12a 03)
checking depth 0 masks (7a 03)
checking depth 0 masks (11b 03)
checking depth 0 masks (fb 03)
checking depth 0 masks (13b 03)
checking depth 0 masks (16b 03)
checking depth 0 masks (183 03)
checking depth 0 masks (1a3 03)
checking depth 0 masks (1aa 03)
checking depth 0 masks (18a 03)
checking depth 0 masks (b3 03)
checking depth 0 masks (1ca 03)
checking depth 0 masks (18f 03)
checking depth 0 masks (f1 03)
checking depth 0 masks (105 03)
checking depth 0 masks (111 03)
checking depth 0 masks (f2 03)
checking depth 0 masks (112 03)
checking depth 0 masks (14a 03)
checking depth 0 masks (153 03)
checking depth 0 masks (12b 03)
checking depth 0 masks (7b 03)
checking depth 0 masks (106 03)
checking depth 0 masks (f3 03)
checking depth 0 masks (113 03)
checking depth 0 masks (107 03)
checking depth 0 masks (14b 03)
checking depth 0 masks (1ab 03)
checking depth 0 masks (18b 03)
checking depth 0 masks (1cb 03)
checking depth 0 masks (1c2 03)
checking depth 0 masks (163 03)
checking depth 0 masks (17b 03)
checking depth 0 masks (19b 03)
checking depth 0 masks (1c3 03)
checking depth 0 masks (76 03)
checking depth 0 masks (ba 03)
checking depth 0 masks (e2 03)
checking depth 0 masks (77 03)
