SLURM JOB 4415425
SLURM TASK 0 / 4
Fri Nov 22 12:46:31 CET 2024
S-box is quadratic? 1 1
Computed 512 derivatives (512 unique)
RUNNING WITH LB 32, BATCH 0/4
checking depth 0 masks (00 00)
checking depth 0 masks (30 00)
checking depth 0 masks (14 00)
checking depth 0 masks (a4 00)
checking depth 0 masks (1fc 00)
checking depth 0 masks (38 00)
checking depth 0 masks (34 00)
checking depth 0 masks (20 00)
checking depth 0 masks (e8 00)
checking depth 0 masks (f0 00)
checking depth 0 masks (108 00)
checking depth 0 masks (6c 00)
checking depth 0 masks (0c 00)
checking depth 0 masks (1c 00)
checking depth 0 masks (08 00)
checking depth 0 masks (10 00)
checking depth 0 masks (28 00)
checking depth 0 masks (1a0 00)
checking depth 0 masks (1d0 00)
checking depth 0 masks (44 00)
checking depth 0 masks (194 00)
checking depth 0 masks (1dc 00)
checking depth 0 masks (1b8 00)
checking depth 0 masks (04 00)
checking depth 0 masks (50 00)
checking depth 0 masks (184 00)
checking depth 0 masks (d0 00)
checking depth 0 masks (48 00)
checking depth 0 masks (10c 00)
checking depth 0 masks (154 00)
checking depth 0 masks (2c 00)
checking depth 0 masks (3c 00)
checking depth 0 masks (1c8 00)
checking depth 0 masks (94 00)
checking depth 0 masks (8c 00)
checking depth 0 masks (60 00)
checking depth 0 masks (16c 00)
checking depth 0 masks (f4 00)
checking depth 0 masks (54 00)
checking depth 0 masks (1e0 00)
checking depth 0 masks (70 00)
checking depth 0 masks (ac 00)
checking depth 0 masks (1b4 00)
checking depth 0 masks (114 00)
checking depth 0 masks (15c 00)
checking depth 0 masks (58 00)
checking depth 0 masks (40 00)
checking depth 0 masks (e4 00)
checking depth 0 masks (18c 00)
checking depth 0 masks (1ec 00)
checking depth 0 masks (1f4 00)
checking depth 0 masks (14c 00)
checking depth 0 masks (104 00)
checking depth 0 masks (5c 00)
checking depth 0 masks (134 00)
checking depth 0 masks (180 00)
checking depth 0 masks (d4 00)
checking depth 0 masks (11c 00)
checking depth 0 masks (164 00)
checking depth 0 masks (1c4 00)
checking depth 0 masks (1ac 00)
checking depth 0 masks (b8 00)
checking depth 0 masks (7c 00)
checking depth 0 masks (a8 00)
checking depth 0 masks (18 00)
checking depth 0 masks (1f0 00)
checking depth 0 masks (1c0 00)
checking depth 0 masks (98 00)
checking depth 0 masks (c0 00)
checking depth 0 masks (160 00)
checking depth 0 masks (68 00)
checking depth 0 masks (198 00)
checking depth 0 masks (9c 00)
checking depth 0 masks (1b0 00)
checking depth 0 masks (1d8 00)
checking depth 0 masks (c4 00)
checking depth 0 masks (170 00)
checking depth 0 masks (ec 00)
checking depth 0 masks (cc 00)
checking depth 0 masks (158 00)
checking depth 0 masks (128 00)
checking depth 0 masks (dc 00)
checking depth 0 masks (110 00)
checking depth 0 masks (120 00)
checking depth 0 masks (118 00)
checking depth 0 masks (84 00)
checking depth 0 masks (138 00)
checking depth 0 masks (19c 00)
checking depth 0 masks (13c 00)
checking depth 0 masks (24 00)
checking depth 0 masks (190 00)
checking depth 0 masks (05 00)
checking depth 0 masks (1d 00)
checking depth 0 masks (3d 00)
checking depth 0 masks (2d 00)
checking depth 0 masks (31 00)
checking depth 0 masks (19d 00)
checking depth 0 masks (15 00)
checking depth 0 masks (25 00)
checking depth 0 masks (21 00)
checking depth 0 masks (11 00)
checking depth 0 masks (32 00)
checking depth 0 masks (0d 00)
checking depth 0 masks (06 00)
checking depth 0 masks (22 00)
checking depth 0 masks (12 00)
checking depth 0 masks (1e 00)
checking depth 0 masks (3e 00)
checking depth 0 masks (2e 00)
checking depth 0 masks (33 00)
checking depth 0 masks (23 00)
checking depth 0 masks (13 00)
checking depth 0 masks (16 00)
checking depth 0 masks (26 00)
checking depth 0 masks (1f 00)
checking depth 0 masks (0e 00)
checking depth 0 masks (3f 00)
checking depth 0 masks (2f 00)
checking depth 0 masks (19e 00)
checking depth 0 masks (07 00)
checking depth 0 masks (0f 00)
checking depth 0 masks (09 00)
checking depth 0 masks (39 00)
checking depth 0 masks (1fd 00)
checking depth 0 masks (19 00)
checking depth 0 masks (17 00)
checking depth 0 masks (27 00)
checking depth 0 masks (19f 00)
checking depth 0 masks (0a 00)
checking depth 0 masks (3a 00)
checking depth 0 masks (1fe 00)
checking depth 0 masks (1a 00)
checking depth 0 masks (0b 00)
checking depth 0 masks (3b 00)
checking depth 0 masks (1e4 00)
checking depth 0 masks (1ff 00)
checking depth 0 masks (1b 00)
checking depth 0 masks (188 00)
checking depth 0 masks (f5 00)
checking depth 0 masks (1e5 00)
checking depth 0 masks (49 00)
checking depth 0 masks (10d 00)
checking depth 0 masks (155 00)
checking depth 0 masks (124 00)
checking depth 0 masks (1cc 00)
checking depth 0 masks (1a8 00)
checking depth 0 masks (a0 00)
checking depth 0 masks (174 00)
checking depth 0 masks (55 00)
checking depth 0 masks (1b5 00)
checking depth 0 masks (4a 00)
checking depth 0 masks (13d 00)
checking depth 0 masks (dd 00)
checking depth 0 masks (f6 00)
checking depth 0 masks (1e6 00)
checking depth 0 masks (175 00)
checking depth 0 masks (56 00)
checking depth 0 masks (16d 00)
checking depth 0 masks (61 00)
checking depth 0 masks (13e 00)
checking depth 0 masks (de 00)
checking depth 0 masks (10e 00)
checking depth 0 masks (156 00)
checking depth 0 masks (125 00)
checking depth 0 masks (1b6 00)
checking depth 0 masks (4b 00)
checking depth 0 masks (f7 00)
checking depth 0 masks (1e7 00)
checking depth 0 masks (62 00)
checking depth 0 masks (e0 00)
checking depth 0 masks (168 00)
checking depth 0 masks (169 00)
checking depth 0 masks (189 00)
checking depth 0 masks (e1 00)
checking depth 0 masks (29 00)
checking depth 0 masks (16e 00)
checking depth 0 masks (126 00)
checking depth 0 masks (176 00)
checking depth 0 masks (57 00)
checking depth 0 masks (177 00)
checking depth 0 masks (63 00)
checking depth 0 masks (78 00)
checking depth 0 masks (90 00)
checking depth 0 masks (80 00)
checking depth 0 masks (1f8 00)
checking depth 0 masks (10f 00)
checking depth 0 masks (157 00)
checking depth 0 masks (1b7 00)
checking depth 0 masks (16f 00)
checking depth 0 masks (1cd 00)
checking depth 0 masks (127 00)
checking depth 0 masks (13f 00)
checking depth 0 masks (df 00)
checking depth 0 masks (cd 00)
checking depth 0 masks (1c1 00)
checking depth 0 masks (e9 00)
checking depth 0 masks (1f1 00)
checking depth 0 masks (6d 00)
checking depth 0 masks (7d 00)
checking depth 0 masks (b9 00)
checking depth 0 masks (a9 00)
checking depth 0 masks (1ce 00)
checking depth 0 masks (88 00)
checking depth 0 masks (1a9 00)
checking depth 0 masks (a1 00)
checking depth 0 masks (1c9 00)
checking depth 0 masks (148 00)
checking depth 0 masks (119 00)
checking depth 0 masks (ce 00)
checking depth 0 masks (64 00)
checking depth 0 masks (1a4 00)
checking depth 0 masks (144 00)
checking depth 0 masks (fc 00)
checking depth 0 masks (12c 00)
checking depth 0 masks (4c 00)
checking depth 0 masks (1bc 00)
checking depth 0 masks (100 00)
checking depth 0 masks (1e8 00)
checking depth 0 masks (150 00)
checking depth 0 masks (74 00)
checking depth 0 masks (1d4 00)
checking depth 0 masks (f1 00)
checking depth 0 masks (109 00)
checking depth 0 masks (129 00)
checking depth 0 masks (159 00)
checking depth 0 masks (95 00)
checking depth 0 masks (59 00)
checking depth 0 masks (115 00)
checking depth 0 masks (15d 00)
checking depth 0 masks (1d5 00)
checking depth 0 masks (5a 00)
checking depth 0 masks (1cf 00)
checking depth 0 masks (b4 00)
checking depth 0 masks (178 00)
checking depth 0 masks (f8 00)
checking depth 0 masks (130 00)
checking depth 0 masks (116 00)
checking depth 0 masks (15e 00)
checking depth 0 masks (1d6 00)
checking depth 0 masks (5b 00)
checking depth 0 masks (cf 00)
checking depth 0 masks (6e 00)
checking depth 0 masks (ba 00)
checking depth 0 masks (7e 00)
checking depth 0 masks (aa 00)
checking depth 0 masks (6f 00)
checking depth 0 masks (1f9 00)
checking depth 0 masks (81 00)
checking depth 0 masks (79 00)
checking depth 0 masks (91 00)
checking depth 0 masks (1fa 00)
checking depth 0 masks (15f 00)
checking depth 0 masks (117 00)
checking depth 0 masks (1d7 00)
checking depth 0 masks (bb 00)
checking depth 0 masks (7f 00)
checking depth 0 masks (ab 00)
checking depth 0 masks (101 00)
checking depth 0 masks (82 00)
checking depth 0 masks (7a 00)
checking depth 0 masks (92 00)
checking depth 0 masks (1fb 00)
checking depth 0 masks (e2 00)
checking depth 0 masks (65 00)
checking depth 0 masks (fd 00)
checking depth 0 masks (145 00)
checking depth 0 masks (1a5 00)
checking depth 0 masks (66 00)
checking depth 0 masks (12d 00)
checking depth 0 masks (1bd 00)
checking depth 0 masks (b5 00)
checking depth 0 masks (4d 00)
checking depth 0 masks (12e 00)
checking depth 0 masks (1be 00)
checking depth 0 masks (b6 00)
checking depth 0 masks (4e 00)
checking depth 0 masks (102 00)
checking depth 0 masks (f2 00)
checking depth 0 masks (e3 00)
checking depth 0 masks (85 00)
checking depth 0 masks (139 00)
checking depth 0 masks (149 00)
checking depth 0 masks (11a 00)
checking depth 0 masks (fe 00)
checking depth 0 masks (146 00)
checking depth 0 masks (67 00)
checking depth 0 masks (1a6 00)
checking depth 0 masks (12f 00)
checking depth 0 masks (1bf 00)
checking depth 0 masks (4f 00)
checking depth 0 masks (c1 00)
checking depth 0 masks (35 00)
checking depth 0 masks (161 00)
checking depth 0 masks (191 00)
checking depth 0 masks (7b 00)
checking depth 0 masks (83 00)
checking depth 0 masks (93 00)
checking depth 0 masks (b7 00)
checking depth 0 masks (41 00)
checking depth 0 masks (18d 00)
checking depth 0 masks (e5 00)
checking depth 0 masks (1ed 00)
checking depth 0 masks (18e 00)
checking depth 0 masks (103 00)
checking depth 0 masks (c2 00)
checking depth 0 masks (36 00)
checking depth 0 masks (162 00)
checking depth 0 masks (192 00)
checking depth 0 masks (c3 00)
checking depth 0 masks (69 00)
checking depth 0 masks (1b9 00)
checking depth 0 masks (1a1 00)
checking depth 0 masks (1d1 00)
checking depth 0 masks (6a 00)
checking depth 0 masks (ff 00)
checking depth 0 masks (147 00)
checking depth 0 masks (1a7 00)
checking depth 0 masks (99 00)
checking depth 0 masks (1c2 00)
checking depth 0 masks (1f2 00)
checking depth 0 masks (ea 00)
checking depth 0 masks (1c3 00)
checking depth 0 masks (9a 00)
checking depth 0 masks (eb 00)
checking depth 0 masks (1f3 00)
checking depth 0 masks (42 00)
checking depth 0 masks (e6 00)
checking depth 0 masks (1ee 00)
checking depth 0 masks (18f 00)
checking depth 0 masks (195 00)
checking depth 0 masks (ed 00)
checking depth 0 masks (51 00)
checking depth 0 masks (43 00)
checking depth 0 masks (e7 00)
checking depth 0 masks (1ef 00)
checking depth 0 masks (1f5 00)
checking depth 0 masks (9b 00)
checking depth 0 masks (196 00)
checking depth 0 masks (52 00)
checking depth 0 masks (ee 00)
checking depth 0 masks (d5 00)
checking depth 0 masks (11d 00)
checking depth 0 masks (165 00)
checking depth 0 masks (d8 00)
checking depth 0 masks (17c 00)
checking depth 0 masks (c8 00)
checking depth 0 masks (197 00)
checking depth 0 masks (1f6 00)
checking depth 0 masks (53 00)
checking depth 0 masks (ef 00)
checking depth 0 masks (1c5 00)
checking depth 0 masks (d6 00)
checking depth 0 masks (11e 00)
checking depth 0 masks (166 00)
checking depth 0 masks (1f7 00)
checking depth 0 masks (1c6 00)
checking depth 0 masks (d7 00)
checking depth 0 masks (167 00)
checking depth 0 masks (11f 00)
checking depth 0 masks (1c7 00)
checking depth 0 masks (45 00)
checking depth 0 masks (181 00)
checking depth 0 masks (135 00)
checking depth 0 masks (1dd 00)
checking depth 0 masks (5d 00)
checking depth 0 masks (14d 00)
checking depth 0 masks (105 00)
checking depth 0 masks (1ad 00)
checking depth 0 masks (46 00)
checking depth 0 masks (182 00)
checking depth 0 masks (136 00)
checking depth 0 masks (47 00)
checking depth 0 masks (1de 00)
checking depth 0 masks (5e 00)
checking depth 0 masks (14e 00)
checking depth 0 masks (106 00)
checking depth 0 masks (183 00)
checking depth 0 masks (137 00)
checking depth 0 masks (1df 00)
checking depth 0 masks (5f 00)
checking depth 0 masks (1ae 00)
checking depth 0 masks (14f 00)
checking depth 0 masks (107 00)
checking depth 0 masks (1af 00)
checking depth 0 masks (8d 00)
checking depth 0 masks (1e9 00)
checking depth 0 masks (151 00)
checking depth 0 masks (8e 00)
checking depth 0 masks (1ea 00)
checking depth 0 masks (152 00)
checking depth 0 masks (71 00)
checking depth 0 masks (89 00)
checking depth 0 masks (ad 00)
checking depth 0 masks (8a 00)
checking depth 0 masks (ae 00)
checking depth 0 masks (72 00)
checking depth 0 masks (8b 00)
checking depth 0 masks (af 00)
checking depth 0 masks (73 00)
checking depth 0 masks (8f 00)
checking depth 0 masks (1eb 00)
checking depth 0 masks (153 00)
checking depth 0 masks (9d 00)
checking depth 0 masks (199 00)
checking depth 0 masks (1b1 00)
checking depth 0 masks (1d9 00)
checking depth 0 masks (9e 00)
checking depth 0 masks (19a 00)
checking depth 0 masks (1b2 00)
checking depth 0 masks (9f 00)
checking depth 0 masks (1b3 00)
checking depth 0 masks (19b 00)
checking depth 0 masks (1da 00)
checking depth 0 masks (b0 00)
checking depth 0 masks (bc 00)
checking depth 0 masks (140 00)
checking depth 0 masks (c5 00)
checking depth 0 masks (171 00)
checking depth 0 masks (d1 00)
checking depth 0 masks (10a 00)
checking depth 0 masks (12a 00)
checking depth 0 masks (15a 00)
checking depth 0 masks (f3 00)
checking depth 0 masks (12b 00)
checking depth 0 masks (10b 00)
checking depth 0 masks (16a 00)
checking depth 0 masks (18a 00)
checking depth 0 masks (2a 00)
checking depth 0 masks (16b 00)
checking depth 0 masks (18b 00)
checking depth 0 masks (2b 00)
checking depth 0 masks (185 00)
checking depth 0 masks (c6 00)
checking depth 0 masks (172 00)
checking depth 0 masks (d2 00)
checking depth 0 masks (c7 00)
checking depth 0 masks (186 00)
checking depth 0 masks (d3 00)
checking depth 0 masks (173 00)
checking depth 0 masks (187 00)
checking depth 0 masks (86 00)
checking depth 0 masks (13a 00)
checking depth 0 masks (1a2 00)
checking depth 0 masks (1ba 00)
checking depth 0 masks (6b 00)
checking depth 0 masks (1d2 00)
checking depth 0 masks (1a3 00)
checking depth 0 masks (1bb 00)
checking depth 0 masks (1d3 00)
checking depth 0 masks (37 00)
checking depth 0 masks (163 00)
checking depth 0 masks (193 00)
checking depth 0 masks (1aa 00)
checking depth 0 masks (1ca 00)
checking depth 0 masks (a2 00)
checking depth 0 masks (96 00)
checking depth 0 masks (d9 00)
checking depth 0 masks (c9 00)
checking depth 0 masks (17d 00)
checking depth 0 masks (a5 00)
checking depth 0 masks (75 00)
checking depth 0 masks (da 00)
checking depth 0 masks (ca 00)
checking depth 0 masks (17e 00)
checking depth 0 masks (a6 00)
checking depth 0 masks (db 00)
checking depth 0 masks (1e1 00)
checking depth 0 masks (1ab 00)
checking depth 0 masks (1cb 00)
checking depth 0 masks (a3 00)
