SLURM JOB 4208109
SLURM TASK 4 / 8
Thu Nov 14 12:54:29 CET 2024
RUNNING WITH LB 17, BATCH 4/8
checking depth 0 masks (0 4)
checking depth 0 masks (6 4)
checking depth 0 masks (254 4)
checking depth 0 masks (38 4)
checking depth 0 masks (186 4)
checking depth 0 masks (242 4)
checking depth 0 masks (2 4)
checking depth 0 masks (208 4)
checking depth 0 masks (216 4)
checking depth 0 masks (104 4)
checking depth 0 masks (204 4)
checking depth 0 masks (100 4)
checking depth 0 masks (192 4)
checking depth 0 masks (90 4)
checking depth 0 masks (84 4)
checking depth 0 masks (30 4)
checking depth 0 masks (206 4)
checking depth 0 masks (150 4)
checking depth 0 masks (32 4)
checking depth 0 masks (26 4)
checking depth 0 masks (222 4)
checking depth 0 masks (154 4)
checking depth 0 masks (142 4)
checking depth 0 masks (228 4)
checking depth 0 masks (214 4)
checking depth 0 masks (54 4)
checking depth 0 masks (230 4)
checking depth 0 masks (198 4)
checking depth 0 masks (62 4)
checking depth 0 masks (152 4)
checking depth 0 masks (22 4)
checking depth 0 masks (14 4)
checking depth 0 masks (4 4)
checking depth 0 masks (36 4)
checking depth 0 masks (58 4)
checking depth 0 masks (158 4)
checking depth 0 masks (34 4)
checking depth 0 masks (16 4)
checking depth 0 masks (98 4)
checking depth 0 masks (40 4)
checking depth 0 masks (146 4)
checking depth 0 masks (246 4)
checking depth 0 masks (182 4)
checking depth 0 masks (178 4)
checking depth 0 masks (28 4)
checking depth 0 masks (12 4)
checking depth 0 masks (20 4)
checking depth 0 masks (162 4)
checking depth 0 masks (210 4)
checking depth 0 masks (44 4)
checking depth 0 masks (126 4)
checking depth 0 masks (138 4)
checking depth 0 masks (50 4)
checking depth 0 masks (174 4)
checking depth 0 masks (166 4)
checking depth 0 masks (226 4)
checking depth 0 masks (190 4)
checking depth 0 masks (130 4)
checking depth 0 masks (48 4)
checking depth 0 masks (202 4)
checking depth 0 masks (238 4)
checking depth 0 masks (42 4)
checking depth 0 masks (68 4)
checking depth 0 masks (240 4)
checking depth 0 masks (74 4)
checking depth 0 masks (236 4)
checking depth 0 masks (86 4)
checking depth 0 masks (252 4)
checking depth 0 masks (248 4)
checking depth 0 masks (106 4)
checking depth 0 masks (180 4)
checking depth 0 masks (116 4)
checking depth 0 masks (80 4)
checking depth 0 masks (168 4)
checking depth 0 masks (108 4)
checking depth 0 masks (160 4)
checking depth 0 masks (176 4)
checking depth 0 masks (114 4)
checking depth 0 masks (64 4)
checking depth 0 masks (96 4)
checking depth 0 masks (60 4)
checking depth 0 masks (66 4)
checking depth 0 masks (128 4)
checking depth 0 masks (10 4)
checking depth 0 masks (8 4)
checking depth 0 masks (124 4)
checking depth 0 masks (112 4)
checking depth 0 masks (140 4)
checking depth 0 masks (156 4)
checking depth 0 masks (24 4)
checking depth 0 masks (52 4)
checking depth 0 masks (56 4)
checking depth 0 masks (118 4)
checking depth 0 masks (94 4)
checking depth 0 masks (136 4)
checking depth 0 masks (110 4)
checking depth 0 masks (120 4)
checking depth 0 masks (224 4)
checking depth 0 masks (218 4)
checking depth 0 masks (18 4)
checking depth 0 masks (148 4)
checking depth 0 masks (172 4)
checking depth 0 masks (200 4)
checking depth 0 masks (122 4)
checking depth 0 masks (194 4)
checking depth 0 masks (46 4)
checking depth 0 masks (132 4)
checking depth 0 masks (70 4)
checking depth 0 masks (82 4)
checking depth 0 masks (232 4)
checking depth 0 masks (196 4)
checking depth 0 masks (184 4)
checking depth 0 masks (92 4)
checking depth 0 masks (250 4)
checking depth 0 masks (244 4)
checking depth 0 masks (76 4)
checking depth 0 masks (88 4)
checking depth 0 masks (78 4)
checking depth 0 masks (102 4)
checking depth 0 masks (220 4)
checking depth 0 masks (188 4)
checking depth 0 masks (170 4)
checking depth 0 masks (212 4)
checking depth 0 masks (72 4)
checking depth 0 masks (144 4)
checking depth 0 masks (134 4)
checking depth 0 masks (164 4)
checking depth 0 masks (234 4)
checking depth 0 masks (151 4)
checking depth 0 masks (187 4)
checking depth 0 masks (69 4)
checking depth 0 masks (123 4)
checking depth 0 masks (121 4)
checking depth 0 masks (149 4)
checking depth 0 masks (185 4)
checking depth 0 masks (87 4)
checking depth 0 masks (85 4)
checking depth 0 masks (107 4)
checking depth 0 masks (171 4)
checking depth 0 masks (105 4)
checking depth 0 masks (133 4)
checking depth 0 masks (135 4)
checking depth 0 masks (71 4)
checking depth 0 masks (169 4)
checking depth 0 masks (15 4)
checking depth 0 masks (13 4)
checking depth 0 masks (207 4)
checking depth 0 masks (31 4)
checking depth 0 masks (227 4)
checking depth 0 masks (49 4)
checking depth 0 masks (223 4)
checking depth 0 masks (33 4)
checking depth 0 masks (51 4)
checking depth 0 masks (29 4)
checking depth 0 masks (35 4)
checking depth 0 masks (205 4)
checking depth 0 masks (239 4)
checking depth 0 masks (195 4)
