SLURM JOB 4415931
SLURM TASK 0 / 4
Fri Nov 22 13:39:43 CET 2024
S-box is quadratic? 0 0
RUNNING WITH LB 19, BATCH 0/4
checking depth 0 masks (00 00)
checking depth 0 masks (1c 00)
checking depth 0 masks (08 00)
checking depth 0 masks (18 00)
checking depth 0 masks (0a 00)
checking depth 0 masks (12 00)
checking depth 0 masks (0c 00)
checking depth 0 masks (02 00)
checking depth 0 masks (1e 00)
checking depth 0 masks (16 00)
checking depth 0 masks (14 00)
checking depth 0 masks (1a 00)
checking depth 0 masks (06 00)
checking depth 0 masks (30 00)
checking depth 0 masks (3e 00)
checking depth 0 masks (d4 00)
checking depth 0 masks (c4 00)
checking depth 0 masks (60 00)
checking depth 0 masks (50 00)
checking depth 0 masks (f0 00)
checking depth 0 masks (36 00)
checking depth 0 masks (ae 00)
checking depth 0 masks (64 00)
checking depth 0 masks (de 00)
checking depth 0 masks (aa 00)
checking depth 0 masks (7e 00)
checking depth 0 masks (2a 00)
checking depth 0 masks (48 00)
checking depth 0 masks (fc 00)
checking depth 0 masks (96 00)
checking depth 0 masks (c6 00)
checking depth 0 masks (f6 00)
checking depth 0 masks (38 00)
checking depth 0 masks (d2 00)
checking depth 0 masks (62 00)
checking depth 0 masks (ba 00)
checking depth 0 masks (da 00)
checking depth 0 masks (86 00)
checking depth 0 masks (40 00)
checking depth 0 masks (c0 00)
checking depth 0 masks (6c 00)
checking depth 0 masks (d0 00)
checking depth 0 masks (fa 00)
checking depth 0 masks (10 00)
checking depth 0 masks (e6 00)
checking depth 0 masks (32 00)
checking depth 0 masks (c2 00)
checking depth 0 masks (3c 00)
checking depth 0 masks (20 00)
checking depth 0 masks (26 00)
checking depth 0 masks (ea 00)
checking depth 0 masks (8a 00)
checking depth 0 masks (cc 00)
checking depth 0 masks (42 00)
checking depth 0 masks (bc 00)
checking depth 0 masks (b4 00)
checking depth 0 masks (e0 00)
checking depth 0 masks (b8 00)
checking depth 0 masks (6a 00)
checking depth 0 masks (22 00)
checking depth 0 masks (2e 00)
checking depth 0 masks (9a 00)
checking depth 0 masks (fe 00)
checking depth 0 masks (b2 00)
checking depth 0 masks (82 00)
checking depth 0 masks (d6 00)
checking depth 0 masks (b0 00)
checking depth 0 masks (ec 00)
checking depth 0 masks (5c 00)
checking depth 0 masks (c8 00)
checking depth 0 masks (9e 00)
checking depth 0 masks (52 00)
checking depth 0 masks (ce 00)
checking depth 0 masks (0e 00)
checking depth 0 masks (24 00)
checking depth 0 masks (f2 00)
checking depth 0 masks (a2 00)
checking depth 0 masks (b6 00)
checking depth 0 masks (92 00)
checking depth 0 masks (ee 00)
checking depth 0 masks (3a 00)
checking depth 0 masks (2c 00)
checking depth 0 masks (be 00)
checking depth 0 masks (8e 00)
checking depth 0 masks (46 00)
checking depth 0 masks (4e 00)
checking depth 0 masks (a0 00)
checking depth 0 masks (f4 00)
checking depth 0 masks (5a 00)
checking depth 0 masks (d8 00)
checking depth 0 masks (9c 00)
checking depth 0 masks (54 00)
checking depth 0 masks (44 00)
checking depth 0 masks (a8 00)
checking depth 0 masks (e8 00)
checking depth 0 masks (98 00)
checking depth 0 masks (4a 00)
checking depth 0 masks (90 00)
checking depth 0 masks (ac 00)
checking depth 0 masks (58 00)
checking depth 0 masks (5e 00)
checking depth 0 masks (f8 00)
checking depth 0 masks (94 00)
checking depth 0 masks (4c 00)
