SLURM JOB 4208109
SLURM TASK 0 / 8
Thu Nov 14 12:54:29 CET 2024
RUNNING WITH LB 17, BATCH 0/8
checking depth 0 masks (0 0)
checking depth 0 masks (172 0)
checking depth 0 masks (16 0)
checking depth 0 masks (10 0)
checking depth 0 masks (254 0)
checking depth 0 masks (28 0)
checking depth 0 masks (12 0)
checking depth 0 masks (26 0)
checking depth 0 masks (20 0)
checking depth 0 masks (18 0)
checking depth 0 masks (158 0)
checking depth 0 masks (228 0)
checking depth 0 masks (62 0)
checking depth 0 masks (212 0)
checking depth 0 masks (56 0)
checking depth 0 masks (102 0)
checking depth 0 masks (104 0)
checking depth 0 masks (14 0)
checking depth 0 masks (4 0)
checking depth 0 masks (22 0)
checking depth 0 masks (30 0)
checking depth 0 masks (40 0)
checking depth 0 masks (24 0)
checking depth 0 masks (46 0)
checking depth 0 masks (194 0)
checking depth 0 masks (218 0)
checking depth 0 masks (44 0)
checking depth 0 masks (198 0)
checking depth 0 masks (210 0)
checking depth 0 masks (154 0)
checking depth 0 masks (178 0)
checking depth 0 masks (98 0)
checking depth 0 masks (88 0)
checking depth 0 masks (204 0)
checking depth 0 masks (220 0)
checking depth 0 masks (82 0)
checking depth 0 masks (252 0)
checking depth 0 masks (180 0)
checking depth 0 masks (86 0)
checking depth 0 masks (78 0)
checking depth 0 masks (244 0)
checking depth 0 masks (6 0)
checking depth 0 masks (156 0)
checking depth 0 masks (216 0)
checking depth 0 masks (196 0)
checking depth 0 masks (144 0)
checking depth 0 masks (184 0)
checking depth 0 masks (136 0)
checking depth 0 masks (110 0)
checking depth 0 masks (230 0)
checking depth 0 masks (58 0)
checking depth 0 masks (174 0)
checking depth 0 masks (80 0)
checking depth 0 masks (76 0)
checking depth 0 masks (190 0)
checking depth 0 masks (140 0)
checking depth 0 masks (68 0)
checking depth 0 masks (214 0)
checking depth 0 masks (148 0)
checking depth 0 masks (52 0)
checking depth 0 masks (50 0)
checking depth 0 masks (176 0)
checking depth 0 masks (94 0)
checking depth 0 masks (84 0)
checking depth 0 masks (8 0)
checking depth 0 masks (106 0)
checking depth 0 masks (134 0)
checking depth 0 masks (170 0)
checking depth 0 masks (206 0)
checking depth 0 masks (162 0)
checking depth 0 masks (34 0)
checking depth 0 masks (246 0)
checking depth 0 masks (182 0)
checking depth 0 masks (150 0)
checking depth 0 masks (126 0)
checking depth 0 masks (242 0)
checking depth 0 masks (38 0)
checking depth 0 masks (202 0)
checking depth 0 masks (54 0)
checking depth 0 masks (130 0)
checking depth 0 masks (226 0)
checking depth 0 masks (186 0)
checking depth 0 masks (146 0)
checking depth 0 masks (250 0)
checking depth 0 masks (60 0)
checking depth 0 masks (42 0)
checking depth 0 masks (142 0)
checking depth 0 masks (36 0)
checking depth 0 masks (166 0)
checking depth 0 masks (238 0)
checking depth 0 masks (48 0)
checking depth 0 masks (208 0)
checking depth 0 masks (66 0)
checking depth 0 masks (72 0)
checking depth 0 masks (64 0)
checking depth 0 masks (236 0)
checking depth 0 masks (90 0)
checking depth 0 masks (200 0)
checking depth 0 masks (232 0)
checking depth 0 masks (168 0)
checking depth 0 masks (92 0)
checking depth 0 masks (132 0)
checking depth 0 masks (118 0)
checking depth 0 masks (240 0)
checking depth 0 masks (114 0)
checking depth 0 masks (108 0)
checking depth 0 masks (116 0)
checking depth 0 masks (128 0)
checking depth 0 masks (124 0)
checking depth 0 masks (222 0)
checking depth 0 masks (234 0)
checking depth 0 masks (192 0)
checking depth 0 masks (224 0)
checking depth 0 masks (74 0)
checking depth 0 masks (164 0)
checking depth 0 masks (188 0)
checking depth 0 masks (2 0)
checking depth 0 masks (96 0)
checking depth 0 masks (248 0)
checking depth 0 masks (160 0)
checking depth 0 masks (70 0)
checking depth 0 masks (152 0)
checking depth 0 masks (112 0)
checking depth 0 masks (32 0)
checking depth 0 masks (138 0)
checking depth 0 masks (120 0)
checking depth 0 masks (100 0)
checking depth 0 masks (122 0)
checking depth 0 masks (181 0)
checking depth 0 masks (153 0)
checking depth 0 masks (91 0)
checking depth 0 masks (89 0)
checking depth 0 masks (117 0)
checking depth 0 masks (165 0)
checking depth 0 masks (103 0)
checking depth 0 masks (101 0)
checking depth 0 masks (119 0)
checking depth 0 masks (73 0)
checking depth 0 masks (75 0)
checking depth 0 masks (137 0)
checking depth 0 masks (155 0)
checking depth 0 masks (183 0)
checking depth 0 masks (167 0)
checking depth 0 masks (139 0)
checking depth 0 masks (193 0)
checking depth 0 masks (209 0)
checking depth 0 masks (237 0)
checking depth 0 masks (63 0)
checking depth 0 masks (33 0)
checking depth 0 masks (205 0)
checking depth 0 masks (225 0)
checking depth 0 masks (221 0)
checking depth 0 masks (241 0)
checking depth 0 masks (253 0)
checking depth 0 masks (213 0)
checking depth 0 masks (1 0)
checking depth 0 masks (235 0)
checking depth 0 masks (233 0)
checking depth 0 masks (197 0)
checking depth 0 masks (7 0)
checking depth 0 masks (217 0)
checking depth 0 masks (195 0)
checking depth 0 masks (19 0)
checking depth 0 masks (17 0)
checking depth 0 masks (3 0)
checking depth 0 masks (239 0)
checking depth 0 masks (45 0)
checking depth 0 masks (201 0)
checking depth 0 masks (211 0)
checking depth 0 masks (255 0)
checking depth 0 masks (229 0)
checking depth 0 masks (47 0)
checking depth 0 masks (61 0)
checking depth 0 masks (247 0)
checking depth 0 masks (15 0)
checking depth 0 masks (227 0)
checking depth 0 masks (13 0)
checking depth 0 masks (31 0)
checking depth 0 masks (49 0)
checking depth 0 masks (29 0)
checking depth 0 masks (223 0)
checking depth 0 masks (35 0)
checking depth 0 masks (243 0)
checking depth 0 masks (207 0)
checking depth 0 masks (203 0)
checking depth 0 masks (51 0)
checking depth 0 masks (9 0)
checking depth 0 masks (245 0)
checking depth 0 masks (249 0)
checking depth 0 masks (57 0)
checking depth 0 masks (23 0)
checking depth 0 masks (251 0)
checking depth 0 masks (21 0)
checking depth 0 masks (59 0)
checking depth 0 masks (43 0)
checking depth 0 masks (5 0)
checking depth 0 masks (215 0)
checking depth 0 masks (199 0)
checking depth 0 masks (41 0)
checking depth 0 masks (25 0)
checking depth 0 masks (55 0)
checking depth 0 masks (231 0)
checking depth 0 masks (27 0)
checking depth 0 masks (219 0)
checking depth 0 masks (53 0)
checking depth 0 masks (11 0)
checking depth 0 masks (37 0)
checking depth 0 masks (39 0)
checking depth 0 masks (121 0)
checking depth 0 masks (185 0)
checking depth 0 masks (149 0)
checking depth 0 masks (87 0)
checking depth 0 masks (85 0)
checking depth 0 masks (133 0)
checking depth 0 masks (71 0)
checking depth 0 masks (169 0)
checking depth 0 masks (69 0)
checking depth 0 masks (187 0)
checking depth 0 masks (135 0)
checking depth 0 masks (109 0)
checking depth 0 masks (173 0)
checking depth 0 masks (129 0)
checking depth 0 masks (161 0)
checking depth 0 masks (67 0)
checking depth 0 masks (125 0)
checking depth 0 masks (111 0)
checking depth 0 masks (105 0)
checking depth 0 masks (99 0)
checking depth 0 masks (145 0)
checking depth 0 masks (79 0)
checking depth 0 masks (97 0)
checking depth 0 masks (95 0)
checking depth 0 masks (189 0)
checking depth 0 masks (141 0)
checking depth 0 masks (93 0)
checking depth 0 masks (81 0)
checking depth 0 masks (83 0)
checking depth 0 masks (157 0)
checking depth 0 masks (115 0)
checking depth 0 masks (177 0)
checking depth 0 masks (113 0)
checking depth 0 masks (123 0)
checking depth 0 masks (151 0)
checking depth 0 masks (171 0)
checking depth 0 masks (107 0)
checking depth 0 masks (65 0)
checking depth 0 masks (175 0)
checking depth 0 masks (131 0)
checking depth 0 masks (147 0)
checking depth 0 masks (143 0)
checking depth 0 masks (77 0)
checking depth 0 masks (127 0)
checking depth 0 masks (159 0)
checking depth 0 masks (163 0)
checking depth 0 masks (191 0)
checking depth 0 masks (179 0)

depth 0:          8192 = 2^ 13.00 nodes,             0 = 2^  -inf leaves (0.00 %)
depth 1:         16384 = 2^ 14.00 nodes,             0 = 2^  -inf leaves (0.00 %)
depth 2:         32768 = 2^ 15.00 nodes,             0 = 2^  -inf leaves (0.00 %)
depth 3:      16777216 = 2^ 24.00 nodes,         81152 = 2^ 16.31 leaves (0.48 %)
depth 4:    8548384768 = 2^ 32.99 nodes,    5253963392 = 2^ 32.29 leaves (61.46 %)
depth 5:  1686743744512 = 2^ 40.62 nodes,  1673142873472 = 2^ 40.61 leaves (99.19 %)
depth 6:  6963645972480 = 2^ 42.66 nodes,  6959457168800 = 2^ 42.66 leaves (99.94 %)
depth 7:  2144667484160 = 2^ 40.96 nodes,  2144426765440 = 2^ 40.96 leaves (99.99 %)
depth 8:  123247984640 = 2^ 36.84 nodes,  123247984640 = 2^ 36.84 leaves (100.00 %)
  total:  10926870405120 = 2^ 43.31 nodes,  10905528836896 = 2^ 43.31 leaves
Thu Nov 14 16:56:07 CET 2024
