SLURM JOB 4415931
SLURM TASK 2 / 4
Fri Nov 22 13:39:43 CET 2024
S-box is quadratic? 0 0
RUNNING WITH LB 19, BATCH 2/4
checking depth 0 masks (00 02)
checking depth 0 masks (70 02)
checking depth 0 masks (1c 02)
checking depth 0 masks (14 02)
checking depth 0 masks (18 02)
checking depth 0 masks (08 02)
checking depth 0 masks (10 02)
checking depth 0 masks (aa 02)
checking depth 0 masks (2e 02)
checking depth 0 masks (92 02)
checking depth 0 masks (86 02)
checking depth 0 masks (f2 02)
checking depth 0 masks (22 02)
checking depth 0 masks (da 02)
checking depth 0 masks (c2 02)
checking depth 0 masks (a2 02)
checking depth 0 masks (d0 02)
checking depth 0 masks (2c 02)
checking depth 0 masks (3e 02)
checking depth 0 masks (e0 02)
checking depth 0 masks (f6 02)
checking depth 0 masks (78 02)
checking depth 0 masks (0c 02)
checking depth 0 masks (38 02)
checking depth 0 masks (20 02)
checking depth 0 masks (68 02)
checking depth 0 masks (d2 02)
checking depth 0 masks (f4 02)
checking depth 0 masks (74 02)
checking depth 0 masks (72 02)
checking depth 0 masks (8e 02)
checking depth 0 masks (be 02)
checking depth 0 masks (b6 02)
checking depth 0 masks (12 02)
checking depth 0 masks (7e 02)
checking depth 0 masks (e6 02)
checking depth 0 masks (40 02)
checking depth 0 masks (5e 02)
checking depth 0 masks (5c 02)
checking depth 0 masks (56 02)
checking depth 0 masks (7c 02)
checking depth 0 masks (42 02)
checking depth 0 masks (1a 02)
checking depth 0 masks (4e 02)
checking depth 0 masks (06 02)
checking depth 0 masks (0e 02)
checking depth 0 masks (04 02)
checking depth 0 masks (3c 02)
checking depth 0 masks (24 02)
checking depth 0 masks (26 02)
checking depth 0 masks (1e 02)
checking depth 0 masks (ba 02)
checking depth 0 masks (58 02)
checking depth 0 masks (c8 02)
checking depth 0 masks (ce 02)
checking depth 0 masks (3a 02)
checking depth 0 masks (28 02)
checking depth 0 masks (8a 02)
checking depth 0 masks (ea 02)
checking depth 0 masks (32 02)
checking depth 0 masks (ae 02)
checking depth 0 masks (fe 02)
checking depth 0 masks (96 02)
checking depth 0 masks (b8 02)
checking depth 0 masks (de 02)
checking depth 0 masks (c6 02)
checking depth 0 masks (e2 02)
checking depth 0 masks (30 02)
checking depth 0 masks (b0 02)
checking depth 0 masks (d6 02)
checking depth 0 masks (2a 02)
checking depth 0 masks (82 02)
checking depth 0 masks (a6 02)
checking depth 0 masks (fa 02)
checking depth 0 masks (ac 02)
checking depth 0 masks (50 02)
checking depth 0 masks (5a 02)
checking depth 0 masks (fc 02)
checking depth 0 masks (4a 02)
checking depth 0 masks (d4 02)
checking depth 0 masks (a4 02)
checking depth 0 masks (62 02)
checking depth 0 masks (44 02)
checking depth 0 masks (e4 02)
checking depth 0 masks (94 02)
checking depth 0 masks (88 02)
checking depth 0 masks (a8 02)
checking depth 0 masks (f8 02)
checking depth 0 masks (9e 02)
checking depth 0 masks (90 02)
checking depth 0 masks (64 02)
checking depth 0 masks (46 02)
checking depth 0 masks (60 02)
checking depth 0 masks (bc 02)
checking depth 0 masks (9c 02)
checking depth 0 masks (d8 02)
checking depth 0 masks (66 02)
checking depth 0 masks (c0 02)
checking depth 0 masks (6a 02)
checking depth 0 masks (76 02)
checking depth 0 masks (7a 02)
checking depth 0 masks (54 02)
checking depth 0 masks (f0 02)
checking depth 0 masks (6e 02)
checking depth 0 masks (0a 02)
